item_id,project_id,line_no,specification,alternate_specification,pay_item_description,supplemental_description,item_description_raw,item,quantity,unit_norm,item_group,item_subgroup,grouping_rule_id
454,10,0017,P-154,,Separation Geotextile,,Separation Geotextile (Item P-154),P-154 - Separation Geotextile,12900.0,SY,ROADWORK_PAVING,PAVING_EARTHWORK,spec_paving_earthwork
455,10,0018,P-152,,Unclassified Excavation,,Unclassified Excavation (Item P-152),P-152 - Unclassified Excavation,10650.0,CY,ROADWORK_PAVING,PAVING_EARTHWORK,spec_paving_earthwork
456,10,0018,P-209,,Crushed Aggregate Base Course,,Crushed Aggregate Base Course (Item P-209),P-209 - Crushed Aggregate Base Course,2500.0,CY,ROADWORK_PAVING,PAVING_EARTHWORK,spec_paving_earthwork
457,10,0019,P-152,,Unsuitable Excavation,,Unsuitable Excavation (Item P-152),P-152 - Unsuitable Excavation,1000.0,CY,ROADWORK_PAVING,PAVING_EARTHWORK,spec_paving_earthwork
458,10,0019,P-401,,Asphalt Surface Course,,Asphalt Surface Course (Item P-401),P-401 - Asphalt Surface Course,1800.0,TON,ROADWORK_PAVING,PAVING_EARTHWORK,spec_paving_earthwork
459,10,0020,P-153,,Controlled Low - Strength Material,,Controlled Low-Strength Material (Item P-153),P-153 - Controlled Low - Strength Material,1750.0,CY,ROADWORK_PAVING,PAVING_EARTHWORK,spec_paving_earthwork
460,10,0020,P-403,,Asphalt Mixture Surface and Base,,Asphalt Mixture Surface and Base (Item P-403),P-403 - Asphalt Mixture Surface and Base,4600.0,TON,ROADWORK_PAVING,PAVING_EARTHWORK,spec_paving_earthwork
461,10,0021,P-154,,Subbase Course,,Subbase Course (Item P-154),P-154 - Subbase Course,5700.0,CY,ROADWORK_PAVING,PAVING_EARTHWORK,spec_paving_earthwork
462,10,0021,P-501,,Thick Concrete Pavement,11-Inch,11-Inch Thick Concrete Pavement (Item P-501),P-501 - Thick Concrete Pavement,1511.0,SY,ROADWORK_PAVING,PAVING_EARTHWORK,spec_paving_earthwork
463,10,0022,P-154,,Separation Geotextile,,Separation Geotextile (Item P-154),P-154 - Separation Geotextile,14400.0,SY,ROADWORK_PAVING,PAVING_EARTHWORK,spec_paving_earthwork
464,10,0022,P-501,,Thick Concrete Pavement,15-Inch,15-Inch Thick Concrete Pavement (Item P-501),P-501 - Thick Concrete Pavement,6259.0,SY,ROADWORK_PAVING,PAVING_EARTHWORK,spec_paving_earthwork
465,10,0023,P-209,,Crushed Aggregate Base Course,,Crushed Aggregate Base Course (Item P-209),P-209 - Crushed Aggregate Base Course,2600.0,CY,ROADWORK_PAVING,PAVING_EARTHWORK,spec_paving_earthwork
466,10,0023,P-501,,Thick Concrete Pavement,18-Inch,18-Inch Thick Concrete Pavement (Item P-501),P-501 - Thick Concrete Pavement,139.0,SY,ROADWORK_PAVING,PAVING_EARTHWORK,spec_paving_earthwork
467,10,0024,P-401,,Asphalt Surface Course,,Asphalt Surface Course (Item P-401),P-401 - Asphalt Surface Course,7500.0,TON,ROADWORK_PAVING,PAVING_EARTHWORK,spec_paving_earthwork
468,10,0024,P-603,,Emulsified Asphalt Tack Coat,,Emulsified Asphalt Tack Coat (Item P-603),P-603 - Emulsified Asphalt Tack Coat,1800.0,GAL,ROADWORK_PAVING,PAVING_EARTHWORK,spec_paving_earthwork
469,10,0025,P-403,,Asphalt Mixture Surface and Base,,Asphalt Mixture Surface and Base (Item P-403),P-403 - Asphalt Mixture Surface and Base,6100.0,TON,ROADWORK_PAVING,PAVING_EARTHWORK,spec_paving_earthwork
470,10,0025,P-604,,Compression Joint Seals for Concrete Pavements,,Compression Joint Seals for Concrete Pavements (Item P-604),P-604 - Compression Joint Seals for Concrete Pavements,6000.0,LF,ROADWORK_PAVING,PAVING_EARTHWORK,spec_paving_earthwork
471,10,0026,P-602,,Emulsified Asphalt Prime Coat,,Emulsified Asphalt Prime Coat (Item P-602),P-602 - Emulsified Asphalt Prime Coat,3600.0,GAL,ROADWORK_PAVING,PAVING_EARTHWORK,spec_paving_earthwork
472,10,0026,P-605,,Joint Sealing Filler,,Joint Sealing Filler (Item P-605),P-605 - Joint Sealing Filler,100.0,GAL,ROADWORK_PAVING,PAVING_EARTHWORK,spec_paving_earthwork
473,10,0027,P-603,,Emulsified Asphalt Tack Coat,,Emulsified Asphalt Tack Coat (Item P-603),P-603 - Emulsified Asphalt Tack Coat,6750.0,GAL,ROADWORK_PAVING,PAVING_EARTHWORK,spec_paving_earthwork
474,10,0027,P-608,,Asphalt Surface Treatment,,Asphalt Surface Treatment (Item P-608),P-608 - Asphalt Surface Treatment,1900.0,SY,ROADWORK_PAVING,PAVING_EARTHWORK,spec_paving_earthwork
475,10,0028,P-605,,Joint Sealing Filler,,Joint Sealing Filler (Item P-605),P-605 - Joint Sealing Filler,82.0,GAL,ROADWORK_PAVING,PAVING_EARTHWORK,spec_paving_earthwork
476,10,0028,P-620,,Surface Preparation - New Pavement Surfaces,,Surface Preparation - New Pavement Surfaces (Item P-620),P-620 - Surface Preparation - New Pavement Surfaces,5725.0,SF,ROADWORK_PAVING,PAVING_EARTHWORK,spec_paving_earthwork
477,10,0029,P-606,,Adhesive Compound,,Adhesive Compound (Item P-606),P-606 - Adhesive Compound,45.0,GAL,ROADWORK_PAVING,PAVING_EARTHWORK,spec_paving_earthwork
478,10,0029,P-620,,Surface Preparation - Remove Existing Markings,,Surface Preparation - Remove Existing Markings (Item P-620),P-620 - Surface Preparation - Remove Existing Markings,3200.0,SF,ROADWORK_PAVING,PAVING_EARTHWORK,spec_paving_earthwork
479,10,0030,P-608,,Asphalt Surface Treatment,,Asphalt Surface Treatment (Item P-608),P-608 - Asphalt Surface Treatment,2800.0,SY,ROADWORK_PAVING,PAVING_EARTHWORK,spec_paving_earthwork
480,10,0030,P-620,,Marking,,Marking (Item P-620),P-620 - Marking,5725.0,SF,ROADWORK_PAVING,PAVING_EARTHWORK,spec_paving_earthwork
481,10,0031,P-610,,Concrete,,Concrete (Item P-610),P-610 - Concrete,8.0,CY,ROADWORK_PAVING,PAVING_EARTHWORK,spec_paving_earthwork
482,10,0031,P-620,,Reflective Media,,Reflective Media (Item P-620),P-620 - Reflective Media,250.0,LB,ROADWORK_PAVING,PAVING_EARTHWORK,spec_paving_earthwork
483,10,0032,P-620,,Surface Preparation - New Pavement Surfaces,,Surface Preparation - New Pavement Surfaces (Item P-620),P-620 - Surface Preparation - New Pavement Surfaces,5300.0,SF,ROADWORK_PAVING,PAVING_EARTHWORK,spec_paving_earthwork
484,10,0032,P-620,,Temporary Runway and Taxiway Marking,,Temporary Runway and Taxiway Marking (Item P-620),P-620 - Temporary Runway and Taxiway Marking,15725.0,SF,ROADWORK_PAVING,PAVING_EARTHWORK,spec_paving_earthwork
485,10,0033,D-701,,STS,12-Inch,12-Inch STS (Item D-701),D-701 - STS,160.0,LF,PIPING_DRAINAGE,DRAINAGE_STRUCTURES,spec_drainage_structures
486,10,0033,P-620,,Marking,,Marking (Item P-620),P-620 - Marking,5300.0,SF,ROADWORK_PAVING,PAVING_EARTHWORK,spec_paving_earthwork
487,10,0034,D-701,,STS,15-Inch,15-Inch STS (Item D-701),D-701 - STS,102.0,LF,PIPING_DRAINAGE,DRAINAGE_STRUCTURES,spec_drainage_structures
488,10,0034,P-620,,Reflective Media,,Reflective Media (Item P-620),P-620 - Reflective Media,263.0,LB,ROADWORK_PAVING,PAVING_EARTHWORK,spec_paving_earthwork
489,10,0035,D-701,,STS,36-Inch,36-Inch STS (Item D-701),D-701 - STS,925.0,LF,PIPING_DRAINAGE,DRAINAGE_STRUCTURES,spec_drainage_structures
490,10,0035,P-620,,Temporary Runway and Taxiway Marking,,Temporary Runway and Taxiway Marking (Item P-620),P-620 - Temporary Runway and Taxiway Marking,25300.0,SF,ROADWORK_PAVING,PAVING_EARTHWORK,spec_paving_earthwork
491,10,0036,D-701,,STS,8-Inch,8-Inch STS (Item D-701),D-701 - STS,46.0,LF,PIPING_DRAINAGE,DRAINAGE_STRUCTURES,spec_drainage_structures
492,10,0036,D-751,,Manhole,60-Inch,60-Inch Manhole (Item D-751),D-751 - Manhole,4.0,EACH,PIPING_DRAINAGE,DRAINAGE_STRUCTURES,spec_drainage_structures
493,10,0037,D-701,,STS,12-Inch,12-Inch STS (Item D-701),D-701 - STS,1328.0,LF,PIPING_DRAINAGE,DRAINAGE_STRUCTURES,spec_drainage_structures
494,10,0037,D-751,,Manhole,72-Inch,72-Inch Manhole (Item D-751),D-751 - Manhole,1.0,EACH,PIPING_DRAINAGE,DRAINAGE_STRUCTURES,spec_drainage_structures
495,10,0038,D-701,,STS,15-Inch,15-Inch STS (Item D-701),D-701 - STS,251.0,LF,PIPING_DRAINAGE,DRAINAGE_STRUCTURES,spec_drainage_structures
496,10,0038,D-751,,Catch Basins,,Catch Basins (Item D-751),D-751 - Catch Basins,2.0,EACH,PIPING_DRAINAGE,DRAINAGE_STRUCTURES,spec_drainage_structures
497,10,0039,312300,,Connection to Existing Storm Drainage System,,Connection to Existing Storm Drainage System (Section 312300),312300 - Connection to Existing Storm Drainage System,4.0,EACH,PIPING_DRAINAGE,DRAINAGE_STRUCTURES,spec_drainage_structures
498,10,0039,D-701,,STS,18-Inch,18-Inch STS (Item D-701),D-701 - STS,36.0,LF,PIPING_DRAINAGE,DRAINAGE_STRUCTURES,spec_drainage_structures
499,10,0040,312300,,Existing Electrical Vault Adjustment to Grade,,Existing Electrical Vault Adjustment to Grade (Section 312300),312300 - Existing Electrical Vault Adjustment to Grade,2.0,EACH,PIPING_DRAINAGE,DRAINAGE_STRUCTURES,spec_drainage_structures
500,10,0040,D-701,,STS,24-Inch,24-Inch STS (Item D-701),D-701 - STS,2286.0,LF,PIPING_DRAINAGE,DRAINAGE_STRUCTURES,spec_drainage_structures
501,10,0041,312300,,Remove Existing Manhole Flat Top and Upgrade to Aircraft Rated Structure,,Remove Existing Manhole Flat Top and Upgrade to Aircraft Rated Structure (Section 312300),312300 - Remove Existing Manhole Flat Top and Upgrade to Aircraft Rated Structure,1.0,EACH,PIPING_DRAINAGE,DRAINAGE_STRUCTURES,spec_drainage_structures
502,10,0041,D-701,,STS,30-Inch,30-Inch STS (Item D-701),D-701 - STS,299.0,LF,PIPING_DRAINAGE,DRAINAGE_STRUCTURES,spec_drainage_structures
503,10,0042,260500,,General Electrical Removal,,General Electrical Removal (Section 260500),260500 - General Electrical Removal,1.0,LS,ELECTRICAL,POWER_DISTRIBUTION,spec_power_distribution
504,10,0042,D-751,,Manhole,48-Inch,48-Inch Manhole (Item D-751),D-751 - Manhole,7.0,EACH,PIPING_DRAINAGE,DRAINAGE_STRUCTURES,spec_drainage_structures
505,10,0043,D-751,,Manhole,60-Inch,60-Inch Manhole (Item D-751),D-751 - Manhole,2.0,EACH,PIPING_DRAINAGE,DRAINAGE_STRUCTURES,spec_drainage_structures
506,10,0043,P-101,,Asphalt Pavement Removal,16-Inch Depth,Asphalt Pavement Removal - 16-Inch Depth (Item P-101),P-101 - Asphalt Pavement Removal,1350.0,SY,ROADWORK_PAVING,PAVING_EARTHWORK,spec_paving_earthwork
507,10,0044,D-751,,Catch Basins,,Catch Basins (Item D-751),D-751 - Catch Basins,12.0,EACH,PIPING_DRAINAGE,DRAINAGE_STRUCTURES,spec_drainage_structures
508,10,0045,T-901,,Seeding,,Seeding (Item T-901),T-901 - Seeding,6.0,ACRE,LANDSCAPE_ENVIRONMENTAL,LANDSCAPING_REVEGETATION,spec_landscape
509,10,0046,T-905,,Topsoil (Obtained on Site or Removed from Stockpile),,Topsoil (Obtained on Site or Removed from Stockpile) (Item T-905),T-905 - Topsoil (Obtained on Site or Removed from Stockpile),1700.0,CY,LANDSCAPE_ENVIRONMENTAL,LANDSCAPING_REVEGETATION,spec_landscape
510,10,0047,312300,,Connection to Existing Storm Drainage System,,Connection to Existing Storm Drainage System (Section 312300),312300 - Connection to Existing Storm Drainage System,6.0,EACH,PIPING_DRAINAGE,DRAINAGE_STRUCTURES,spec_drainage_structures
511,10,0048,312300,,Existing Manhole/Inlet Adjustment to Grade,,Existing Manhole/Inlet Adjustment to Grade (Section 312300),312300 - Existing Manhole/Inlet Adjustment to Grade,9.0,EACH,PIPING_DRAINAGE,DRAINAGE_STRUCTURES,spec_drainage_structures
512,10,0049,312300,,Existing Electrical Vault Adjustment to Grade,,Existing Electrical Vault Adjustment to Grade (Section 312300),312300 - Existing Electrical Vault Adjustment to Grade,2.0,EACH,PIPING_DRAINAGE,DRAINAGE_STRUCTURES,spec_drainage_structures
513,10,0050,312300,,Replace Existing Manhole Lid with Open Grated Lid,,Replace Existing Manhole Lid with Open Grated Lid (Section 312300),312300 - Replace Existing Manhole Lid with Open Grated Lid,2.0,EACH,PIPING_DRAINAGE,DRAINAGE_STRUCTURES,spec_drainage_structures
514,10,0051,L-108,,No. 4 GND Conductor,,No. 4 GND Conductor (Item L-108),L-108 - No. 4 GND Conductor,450.0,LF,ELECTRICAL,AIRFIELD_LIGHTING,spec_airfield_lighting
515,10,0052,L-108,,No. 2/0 AWG,600-Volt Conductor,"No. 2/0 AWG, 600-Volt Conductor (Item L-108)",L-108 - No. 2/0 AWG,1350.0,LF,ELECTRICAL,AIRFIELD_LIGHTING,spec_airfield_lighting
516,10,0053,L-108,,"No. 8 AWG, 5 kV, L-824, Type C Cable Installed in Trench, Duct Bank or Conduit",,"No. 8 AWG, 5 kV, L-824, Type C Cable Installed in Trench, Duct Bank or Conduit (Item L-108)","L-108 - No. 8 AWG, 5 kV, L-824, Type C Cable Installed in Trench, Duct Bank or Conduit",8000.0,LF,ELECTRICAL,AIRFIELD_LIGHTING,spec_airfield_lighting
517,10,0054,L-108,,"No. 6 AWG, Solid, Bare Counterpoise Wire",,"No. 6 AWG, Solid, Bare Counterpoise Wire (Item L-108)","L-108 - No. 6 AWG, Solid, Bare Counterpoise Wire",2000.0,LF,ELECTRICAL,AIRFIELD_LIGHTING,spec_airfield_lighting
518,10,0055,L-108,,Counterpoise Ground Rod,10-Foot Long,"Counterpoise Ground Rod, 10-Foot Long (Item L-108)",L-108 - Counterpoise Ground Rod,8.0,EACH,ELECTRICAL,AIRFIELD_LIGHTING,spec_airfield_lighting
519,10,0056,L-110,,PVC in New Shoulder and Direct Buried,2-Inch,2-Inch PVC in New Shoulder and Direct Buried (Item L-110),L-110 - PVC in New Shoulder and Direct Buried,1700.0,LF,ELECTRICAL,AIRFIELD_LIGHTING,spec_airfield_lighting
520,10,0057,L-110,,PVC in CLSM,2-Inch,2-Inch PVC in CLSM (Item L-110),L-110 - PVC in CLSM,230.0,LF,ELECTRICAL,AIRFIELD_LIGHTING,spec_airfield_lighting
521,10,0058,L-110,,GRSC,1-Inch,1-Inch GRSC (Item L-110),L-110 - GRSC,75.0,LF,ELECTRICAL,AIRFIELD_LIGHTING,spec_airfield_lighting
522,10,0059,260500,,General Electrical Removal,,General Electrical Removal (Section 260500),260500 - General Electrical Removal,1.0,LS,ELECTRICAL,POWER_DISTRIBUTION,spec_power_distribution
523,10,0060,260500,,Temporary Circuit Connection,,Temporary Circuit Connection (Section 260500),260500 - Temporary Circuit Connection,1.0,LS,ELECTRICAL,POWER_DISTRIBUTION,spec_power_distribution
524,10,0061,344300,,"Reinstall Elevated LED Taxiway Edge Light on PF Base Can, PF Extension, PF Flange Ring, and CF Transformer",,"Reinstall Elevated LED Taxiway Edge Light on PF Base Can, PF Extension, PF Flange Ring, and CF Transformer (Section 344300)","344300 - Reinstall Elevated LED Taxiway Edge Light on PF Base Can, PF Extension, PF Flange Ring, and CF Transformer",22.0,EACH,ELECTRICAL,AIRFIELD_LIGHTING,spec_airfield_lighting
525,10,0062,344300,,"Reinstall LED Taxiway Centerline Light on PF Base Can, PF Extension, PF Flange Ring, and CF Transformer",,"Reinstall LED Taxiway Centerline Light on PF Base Can, PF Extension, PF Flange Ring, and CF Transformer (Section 344300)","344300 - Reinstall LED Taxiway Centerline Light on PF Base Can, PF Extension, PF Flange Ring, and CF Transformer",6.0,EACH,ELECTRICAL,AIRFIELD_LIGHTING,spec_airfield_lighting
526,10,0063,344300,,"Install PF In-Pavement Taxiway Edge Light on PF Base Can, PF Extension, PF Flange Ring, and CF Transformer",,"Install PF In-Pavement Taxiway Edge Light on PF Base Can, PF Extension, PF Flange Ring, and CF Transformer (Section 344300)","344300 - Install PF In-Pavement Taxiway Edge Light on PF Base Can, PF Extension, PF Flange Ring, and CF Transformer",3.0,EACH,ELECTRICAL,AIRFIELD_LIGHTING,spec_airfield_lighting
527,10,0064,344300,,Install PF Cover Plate on Existing Light Base,,Install PF Cover Plate on Existing Light Base (Section 344300),344300 - Install PF Cover Plate on Existing Light Base,2.0,EACH,ELECTRICAL,AIRFIELD_LIGHTING,spec_airfield_lighting
528,10,0065,344301,,Adjust Existing Taxiway Centerline Light,,Adjust Existing Taxiway Centerline Light (Section 344301),344301 - Adjust Existing Taxiway Centerline Light,24.0,EACH,ELECTRICAL,AIRFIELD_LIGHTING,spec_airfield_lighting
529,10,0066,344302,,Sign B6-11,,Sign B6-11 (Section 344302),344302 - Sign B6-11,1.0,LS,ELECTRICAL,AIRFIELD_SIGNAGE,spec_airfield_signage
530,11,0001,012200,,"Mobilization, Cleanup, and Demobilization",,"Mobilization, Cleanup, and Demobilization (Section 012200)","012200 - Mobilization, Cleanup, and Demobilization",1.0,LS,GENERAL_TEMPORARY,TEMP_TRAFFIC_MOBILIZATION,spec_temp_traffic
531,11,0002,012200,,Sweeper,,Sweeper (Section 012200),012200 - Sweeper,1.0,LS,GENERAL_TEMPORARY,TEMP_TRAFFIC_MOBILIZATION,spec_temp_traffic
532,11,0003,012200,,Security Control Monitoring,,Security Control Monitoring (Section 012200),012200 - Security Control Monitoring,1.0,LS,GENERAL_TEMPORARY,TEMP_TRAFFIC_MOBILIZATION,spec_temp_traffic
533,11,0004,012200,,Work Zone and Traffic Control,,Work Zone and Traffic Control (Section 012200),012200 - Work Zone and Traffic Control,1.0,LS,GENERAL_TEMPORARY,TEMP_TRAFFIC_MOBILIZATION,spec_temp_traffic
534,11,0005,012200,,Escort,,Escort (Section 012200),012200 - Escort,1.0,LS,GENERAL_TEMPORARY,TEMP_TRAFFIC_MOBILIZATION,spec_temp_traffic
535,11,0006,012200,,Construction Survey,,Construction Survey (Section 012200),012200 - Construction Survey,1.0,LS,GENERAL_TEMPORARY,TEMP_TRAFFIC_MOBILIZATION,spec_temp_traffic
536,11,0007,012200,,Abandon Existing Monitoring Well,,Abandon Existing Monitoring Well (Section 012200),012200 - Abandon Existing Monitoring Well,1.0,EACH,GENERAL_TEMPORARY,TEMP_TRAFFIC_MOBILIZATION,spec_temp_traffic
537,11,0008,015713,,Inlet Protection,,Inlet Protection (Section 015713),015713 - Inlet Protection,36.0,EACH,GENERAL_TEMPORARY,TEMP_TRAFFIC_MOBILIZATION,spec_temp_traffic
538,11,0009,015713,,Trench Drain Protection,,Trench Drain Protection (Section 015713),015713 - Trench Drain Protection,975.0,LF,GENERAL_TEMPORARY,TEMP_TRAFFIC_MOBILIZATION,spec_temp_traffic
539,11,0010,015713,,Sediment Fence,,Sediment Fence (Section 015713),015713 - Sediment Fence,4655.0,LF,GENERAL_TEMPORARY,TEMP_TRAFFIC_MOBILIZATION,spec_temp_traffic
540,11,0011,024113,,Building Demolition,,Building Demolition (Section 024113),024113 - Building Demolition,1.0,LS,DEMOLITION_REMEDIATION,DEMOLITION_REMEDIATION,spec_demo_remediation
541,11,0012,024113,,Building Slab and Foundation Removal,,Building Slab and Foundation Removal (Section 024113),024113 - Building Slab and Foundation Removal,1.0,LS,DEMOLITION_REMEDIATION,DEMOLITION_REMEDIATION,spec_demo_remediation
542,11,0013,024113,,Existing Landscape Removal,,Existing Landscape Removal (Section 024113),024113 - Existing Landscape Removal,1.0,LS,DEMOLITION_REMEDIATION,DEMOLITION_REMEDIATION,spec_demo_remediation
543,11,0014,024113,,Removal of Miscellaneous Site Structures,,Removal of Miscellaneous Site Structures (Section 024113),024113 - Removal of Miscellaneous Site Structures,1.0,LS,DEMOLITION_REMEDIATION,DEMOLITION_REMEDIATION,spec_demo_remediation
544,11,0015,024113,,Removal of Existing or Temporary Fence,,Removal of Existing or Temporary Fence (Section 024113),024113 - Removal of Existing or Temporary Fence,4290.0,LF,DEMOLITION_REMEDIATION,DEMOLITION_REMEDIATION,spec_demo_remediation
545,11,0016,026100,,Contaminated Material Excavation and Disposal,,Contaminated Material Excavation and Disposal (Section 026100),026100 - Contaminated Material Excavation and Disposal,250.0,TON,DEMOLITION_REMEDIATION,DEMOLITION_REMEDIATION,spec_demo_remediation
546,11,0017,P-101,,PCC Pavement Removal,15-Inch Depth,PCC Pavement Removal - 15-Inch Depth (Item P-101),P-101 - PCC Pavement Removal,440.0,SY,ROADWORK_PAVING,PAVING_EARTHWORK,spec_paving_earthwork
547,11,0018,P-101,,Asphalt Pavement Removal,3-Inch Depth,Asphalt Pavement Removal - 3-Inch Depth (Item P-101),P-101 - Asphalt Pavement Removal,8177.0,SY,ROADWORK_PAVING,PAVING_EARTHWORK,spec_paving_earthwork
548,11,0019,P-101,,Asphalt Pavement Removal,4-Inch Depth,Asphalt Pavement Removal - 4-Inch Depth (Item P-101),P-101 - Asphalt Pavement Removal,11899.0,SY,ROADWORK_PAVING,PAVING_EARTHWORK,spec_paving_earthwork
549,11,0020,P-101,,Asphalt Pavement Removal,5-Inch Depth,Asphalt Pavement Removal - 5-Inch Depth (Item P-101),P-101 - Asphalt Pavement Removal,3087.0,SY,ROADWORK_PAVING,PAVING_EARTHWORK,spec_paving_earthwork
550,11,0021,P-101,,Asphalt Pavement Removal,8-Inch Depth,Asphalt Pavement Removal - 8-Inch Depth (Item P-101),P-101 - Asphalt Pavement Removal,203.0,SY,ROADWORK_PAVING,PAVING_EARTHWORK,spec_paving_earthwork
551,11,0022,P-101,,Removal of Pipe and other Buried Structures,,Removal of Pipe and other Buried Structures (Item P-101),P-101 - Removal of Pipe and other Buried Structures,1.0,LS,ROADWORK_PAVING,PAVING_EARTHWORK,spec_paving_earthwork
552,11,0023,P-152,,Unclassified Excavation,,Unclassified Excavation (Item P-152),P-152 - Unclassified Excavation,36522.0,CY,ROADWORK_PAVING,PAVING_EARTHWORK,spec_paving_earthwork
